index	table_id	annotator_id	premise	hypothesis	label 
14053	T2442	GW117	The Goals scored of 1994 Winter Olympics Ice Hockey are 308 (6.7 per match). 	There were more than 350 goals scored in Hockey in 1994.	2
14054	T2442	GW114	The Matches played of 1994 Winter Olympics Ice Hockey are 46. 	The men's ice hockey tournament at the 1994 Winter Olympics in Lillehammer, Norway.	0
14055	T2442	GW114	The Matches played of 1994 Winter Olympics Ice Hockey are 46. 	It was the 18th Olympic Championship.	1
14056	T2442	GW114	The Goals scored of 1994 Winter Olympics Ice Hockey are 308 (6.7 per match). 	Sweden won its first gold medal, becoming the sixth nation to ever win Olympic ice hockey gold.	2
14057	T2443	GW28	The Goals scored of 1998 Winter Olympics Men's Ice Hockey are 210 (6 per match). 	1998 Winter Olympics Men's Ice Hockey recorded more than two hundred goals in total.	0
14058	T2443	GW28	The Matches played of 1998 Winter Olympics Men's Ice Hockey are 35. 	1998 Winter Olympics Men's Ice Hockey was the largest Olympic tournament at the time.	1
14059	T2443	GW28	The Goals scored of 1998 Winter Olympics Men's Ice Hockey are 210 (6 per match). 	1998 Winter Olympics Men's Ice Hockey averaged over 10 goals per match.	2
14060	T2443	GW112	The Matches played of 1998 Winter Olympics Men's Ice Hockey are 35. 	Over thirty matches were played in the 1998 Winter Olympics Men's Ice Hockey.	0
14061	T2443	GW112	The Matches played of 1998 Winter Olympics Men's Ice Hockey are 35. 	The 1998 Winter Olympics Men's Ice Hockey event featured teams from 28 nations.	1
14062	T2443	GW112	The Matches played of 1998 Winter Olympics Men's Ice Hockey are 35. 	the 1998 Winter Olympics Men's Ice Hockey event consisted of 10 matches.	2
14063	T2443	GW4	The Goals scored of 1998 Winter Olympics Men's Ice Hockey are 210 (6 per match). 	1998 Winter Olympics Men's Ice Hockey had about 6 points scored per game.	0
14064	T2443	GW4	The Matches played of 1998 Winter Olympics Men's Ice Hockey are 35. 	1998 Winter Olympics Men's Ice Hockey had a high attendance rate.	1
14065	T2443	GW4	The Matches played of 1998 Winter Olympics Men's Ice Hockey are 35. 	The 1998 Winter Olympics Men's Ice Hockey had only 5 matches played.	2
14066	T2444	GW111	The Matches played of 2006 Winter Olympics are 38. 	There were 38 matches played in the 2006 Winter Olympics.	0
14067	T2444	GW111	The Goals scored of 2006 Winter Olympics are 206 (5.42 per match). 	The 2006 Winter Olympics had the most goals scored ever.	1
14068	T2444	GW111	The Attendance of 2006 Winter Olympics are 236,013 (6,211 per match). 	Only 150,000 people attended the 2006 Winter Olympics.	2
14069	T2444	GW86	The Attendance of 2006 Winter Olympics are 236,013 (6,211 per match). 	The 2006 Winter Olympics saw an attendance of more than 6,000 people per match.	0
14070	T2444	GW86	The Matches played of 2006 Winter Olympics are 38. 	The 2002 Winter Olympics also had 38 matches played.	1
14071	T2444	GW86	The Goals scored of 2006 Winter Olympics are 206 (5.42 per match). 	Over 6 goals per match were scored at the 2006 Winter Olympics.	2
14072	T2444	GW118	The Matches played of 2006 Winter Olympics are 38. 	Totally 38 matches were played on 2006 Winter Olympics	0
14073	T2444	GW118	The Goals scored of 2006 Winter Olympics are 206 (5.42 per match). 	Goals scored for 2006 Winter Olympics was 206 (5.72 per match)	1
14074	T2444	GW118	The Attendance of 2006 Winter Olympics are 236,013 (6,211 per match). 	Attendance produced for 2006 Winter Olympics was  296,813 (6,391 per match)	2
14075	T2445	GW110	The Matches played of 2010 Winter Olympics are 30. 	The Winter Olympics takes place every four years.	0
14076	T2445	GW110	The Matches played of 2010 Winter Olympics are 30. 	Vancouver hosted the Winter Olympics in 2010.	1
14077	T2445	GW110	The Matches played of 2010 Winter Olympics are 30. 	The Winter Olympics has never had a tournament with 30 or more matches.	2
14078	T2445	GW89	The Matches played of 2010 Winter Olympics are 30. 	There were 30 matches in the 2010 Winter Olympics.	0
14079	T2445	GW89	The Matches played of 2010 Winter Olympics are 30. 	The teams came from 8 different countries.	1
14080	T2445	GW89	The Matches played of 2010 Winter Olympics are 30. 	There were only 10 matches played.	2
14081	T2445	GW95	The Matches played of 2010 Winter Olympics are 30. 	The 2010 Winter Olympics had over 2 dozen matches	0
14082	T2445	GW95	The Matches played of 2010 Winter Olympics are 30. 	Of the 30 matches, 5 were snow boarding.	1
14083	T2445	GW95	The Matches played of 2010 Winter Olympics are 30. 	The 2010 winter Olympics were cancelled.	2
14084	T2446	GW116	The Goals scored of 2018 Winter Olympics are 154 (5.13 per match). 	154 goals were scored during the tournament.	0
14085	T2446	GW116	The Matches played of 2018 Winter Olympics are 30. 	USA won the tournament.	1
14086	T2446	GW116	The Matches played of 2018 Winter Olympics are 30. 	38 matches were played.	2
14087	T2446	GW4	The Goals scored of 2018 Winter Olympics are 154 (5.13 per match). 	The 2018 Winter Olympics had more than 100 point scored.	0
14088	T2446	GW4	The Matches played of 2018 Winter Olympics are 30. 	The 2018 Winter Olympics was sold out.	1
14089	T2446	GW4	The Matches played of 2018 Winter Olympics are 30. 	The 2018 Winter Olympics only had 10 matches.	2
14090	T2446	GW28	The Matches played of 2018 Winter Olympics are 30. 	2018 Winter Olympics recorded over 150 goals.	0
14091	T2446	GW28	The Matches played of 2018 Winter Olympics are 30. 	2018 Winter Olympics played the most matches in its history.	1
14092	T2446	GW28	The Attendance of 2018 Winter Olympics are 138,327 (4,611 per match). 	2018 Winter Olympics attendance numbered in the millions.	2
14093	T2447	GW120	The Goals scored of 2018 Winter Olympics are 109 (4.95 per match). 	Totally 109 goals scored in 22 matches at 2018 Winter Olympics.	0
14094	T2447	GW120	The Attendance of 2018 Winter Olympics are 85,565 (3,889 per match). 	Nearly 100,000 people will attend in the next Winter Olympics game.	1
14095	T2447	GW120	The Matches played of 2018 Winter Olympics are 22. 	Totally 50 matches played in 2018 Winter Olympics.	2
14096	T2447	GW89	The Attendance of 2018 Winter Olympics are 85,565 (3,889 per match). 	In the 2018 Winter Olympics the average attendance was almost 4,000 per game.	0
14097	T2447	GW89	The Goals scored of 2018 Winter Olympics are 109 (4.95 per match). 	The average goals per game scored is very high.	1
14098	T2447	GW89	The Goals scored of 2018 Winter Olympics are 109 (4.95 per match). 	There were less than one hundred goals scored over 22 matches.	2
14099	T2447	GW116	The Matches played of 2018 Winter Olympics are 22. 	The tournament had 22 matches played.	0
14100	T2447	GW116	The Matches played of 2018 Winter Olympics are 22. 	Each match played went the distance.	1
14101	T2447	GW116	The Matches played of 2018 Winter Olympics are 22. 	The tournament had 32 matches played.	2
14102	T2448	GW124	The Released of Incesticide are December 14, 1992. 	Incesticide was released on December 14, 1992.	0
14103	T2448	GW124	The Recorded of Incesticide are 1988-1991. 	Incesticide was produced with the help of multiple labels.	1
14104	T2448	GW124	The Released of Incesticide are December 14, 1992. 	Incesticide was released in the same year it was recorded.	2
14105	T2448	GW116	The Released of Incesticide are December 14, 1992. 	Incesticide was released in 1992.	0
14106	T2448	GW116	The Recorded of Incesticide are 1988-1991. 	Incesticide was recorded by a band with 4 members.	1
14107	T2448	GW116	The Recorded of Incesticide are 1988-1991. 	Incesticide featured 4 genres.	2
14108	T2448	GW115	The Recorded of Incesticide are 1988-1991. 	Insecticide was recorded in 1990	0
14109	T2448	GW115	The Length of Incesticide are 44:45. 	Insecticide length was varied	1
14110	T2448	GW115	The Released of Incesticide are December 14, 1992. 	Insecticide was released on 1993	2
14111	T2449	GW110	The Penciller(s) of Infinity Abyss are Jim Starlin. 	Jim Starlin wrote and pencilled Infinity Abyss.	0
14112	T2449	GW110	The Written by of Infinity Abyss are Jim Starlin. 	Infinity Abyss was published by Marvel Comics in 2002.	1
14113	T2449	GW110	The Letterer(s) of Infinity Abyss are Jack Morelli. 	Jack Morelli inked and colored Infinity Abyss.	2
14114	T2449	GW121	The Written by of Infinity Abyss are Jim Starlin. 	Infinity Abyss had a penciller who also wrote it.	0
14115	T2449	GW121	The Inker(s) of Infinity Abyss are Al Milgrom. 	Al Milgrom and Jim Starlin collaborated on multiple projects.	1
14116	T2449	GW121	The Letterer(s) of Infinity Abyss are Jack Morelli. 	The letterist and colorist for Infinity Abyss were the same person.	2
14117	T2449	GW28	The Written by of Infinity Abyss are Jim Starlin. 	Infinity Abyss is a work created by multiple people.	0
14118	T2449	GW28	The Colorist(s) of Infinity Abyss are Christie Scheele. 	Infinity Abyss was a best-selling graphic novel	1
14119	T2449	GW28	The Penciller(s) of Infinity Abyss are Jim Starlin. 	Jim Starlin wrote, pencilled and inked Infinity Abyss.	2
14120	T2450	GW86	The Establishment of Isle of ManMannin, Ellan Vannin (Manx) are 1765. 	The Isle of Man was established over two centuries ago.	0
14121	T2450	GW86	The Demonym(s) of Isle of ManMannin, Ellan Vannin (Manx) are Manx. 	The predominant language spoken on the Isle of Man is English.	1
14122	T2450	GW86	The Demonym(s) of Isle of ManMannin, Ellan Vannin (Manx) are Manx. 	The Isle of Man is an independent nation.	2
14123	T2450	GW1	The Demonym(s) of Isle of ManMannin, Ellan Vannin (Manx) are Manx. 	Isle of Man has two languages.	0
14124	T2450	GW1	The Demonym(s) of Isle of ManMannin, Ellan Vannin (Manx) are Manx. 	Isle of Man used to have a different capital.	1
14125	T2450	GW1	The Establishment of Isle of ManMannin, Ellan Vannin (Manx) are 1765. 	Isle of Man was established in the 17th century.	2
14126	T2450	GW116	The Establishment of Isle of ManMannin, Ellan Vannin (Manx) are 1765. 	Isle of Man was established in 1765.	0
14127	T2450	GW116	The Demonym(s) of Isle of ManMannin, Ellan Vannin (Manx) are Manx. 	Isle of Man has always been Manx.	1
14128	T2450	GW116	The Establishment of Isle of ManMannin, Ellan Vannin (Manx) are 1765. 	Isle of Man was established in 1770.	2
14129	T2451	GW4	The Location(s) of Jack the Ripper are Whitechapel, London, England (5 canonical). 	Jack the Ripper was active in the United Kingdom.	0
14130	T2451	GW4	The Location(s) of Jack the Ripper are Whitechapel, London, England (5 canonical). 	Jack the Ripper was never caught.	1
14131	T2451	GW4	The Date of Jack the Ripper are 1888-1891(?) , (1888: 5 canonical). 	Jack the Ripper only killed five people.	2
14132	T2451	GW114	The Location(s) of Jack the Ripper are Whitechapel, London, England (5 canonical). 	Impoverished areas in and around the Whitechapel district of London in 1888	0
14133	T2451	GW114	The Victims of Jack the Ripper are Unknown (5 canonical). 	The killer was called the Whitechapel Murderer and Leather Apron	1
14134	T2451	GW114	The Victims of Jack the Ripper are Unknown (5 canonical). 	One of the victims is leather Apron	2
14135	T2451	GW117	The Location(s) of Jack the Ripper are Whitechapel, London, England (5 canonical). 	Jack the Ripper was active in Europe in the 1800's.	0
14136	T2451	GW117	The Location(s) of Jack the Ripper are Whitechapel, London, England (5 canonical). 	Jack the Ripper had 23 victims.	1
14137	T2451	GW117	The Victims of Jack the Ripper are Unknown (5 canonical). 	Jack the Ripper had victims in 2 different centuries.	2
14138	T2452	GW115	The Type of Jallikattu are Traditional sport. 	Jallikattu is a traditional sports	0
14139	T2452	GW115	The Mixed gender of Jallikattu are No. 	Jallikattu have Male and Female gender	1
14140	T2452	GW115	The Venue of Jallikattu are Open ground. 	Jallikattu is held in the tent	2
14141	T2452	GW89	The Venue of Jallikattu are Open ground. 	Jallikattu is a traditional sport played on open ground.	0
14142	T2452	GW89	The Type of Jallikattu are Traditional sport. 	Jallikattu is a very popular sport.	1
14143	T2452	GW89	The Venue of Jallikattu are Open ground. 	Jallikattu is played in a large swimming pool.	2
14144	T2452	GW28	The Type of Jallikattu are Traditional sport. 	Jallikattu is a single sex sport.	0
14145	T2452	GW28	The Venue of Jallikattu are Open ground. 	Jallikattu is contested by Nordic nations only.	1
14146	T2452	GW28	The Venue of Jallikattu are Open ground. 	Jallikattu is held in a fieldhouse.	2
14147	T2453	GW28	The Paralympic of Jallikattu are No. 	Jallikattu has no Olympic or Paralympic representation.	0
14148	T2453	GW28	The Olympic of Jallikattu are No. 	Jallikattu is contested by India and Pakistan only.	1
14149	T2453	GW28	The Olympic of Jallikattu are No. 	Jallikattu has been a part of the last two Olympic games.	2
14150	T2453	GW117	The Paralympic of Jallikattu are No. 	Jalikattu had two different nicknames.	0
14151	T2453	GW117	The Nicknames of Jallikattu are Sallikkattu ;  eru thazhuvuthal ;  manju virattu. 	Jallikattu was a male athlete.	1
14152	T2453	GW117	The Olympic of Jallikattu are No. 	Jallikattu was from Saudi Arabia.	2
14153	T2453	GW4	The Nicknames of Jallikattu are Sallikkattu ;  eru thazhuvuthal ;  manju virattu. 	Jallikattu has its origins in Asia.	0
14154	T2453	GW4	The Olympic of Jallikattu are No. 	Jallikattu is considered to be barbaric.	1
14155	T2453	GW4	The Olympic of Jallikattu are No. 	Jallikattu is typically performed in the Olympics.	2
14156	T2454	GW28	The Type of Jameson are Irish Whiskey. 	Jameson is an 80 proof Irish Whiskey.	0
14157	T2454	GW28	The Manufacturer of Jameson are Irish Distillers (Pernod Ricard). 	Jameson is the oldest producer of Irish Whiskey.	1
14158	T2454	GW28	The Manufacturer of Jameson are Irish Distillers (Pernod Ricard). 	Irish Whiskey was originally produced in Scotland.	2
14159	T2454	GW117	The Type of Jameson are Irish Whiskey. 	Jameson is a Irish whiskey.	0
14160	T2454	GW117	The Introduced of Jameson are 1780. 	Jameson is sold in 20 countries.	1
14161	T2454	GW117	The Proof (US) of Jameson are 80. 	Jameson  is a 70 proof alcohol.	2
14162	T2454	GW114	The Type of Jameson are Irish Whiskey. 	Jameson is a blended Irish whiskey produced by the Irish Distillers.	0
14163	T2454	GW114	The Type of Jameson are Irish Whiskey. 	Jameson is by far the best-selling Irish whiskey in the world	1
14164	T2454	GW114	The Variants of Jameson are Crested Ten, 12 Year Old, 18 Year Old, Gold. 	Jameson introduced year was 16th century	2
14165	T2455	GW111	The President of Jared Kushner are Donald Trump. 	The president in 2017 was Donald Trump.	0
14166	T2455	GW111	The Serving with of Jared Kushner are Stephen Miller. 	Stephen Miller enjoyed serving under Donald Trump.	1
14167	T2455	GW111	The Assumed office of Jared Kushner are January 20, 2017. 	Jared Kushner assumed office in December, 2016.	2
14168	T2455	GW117	The Assumed office of Jared Kushner are January 20, 2017. 	Jared Kushner was not voted into an office position.	0
14169	T2455	GW117	The President of Jared Kushner are Donald Trump. 	Jared Kushner is a member of the republican party.	1
14170	T2455	GW117	The Assumed office of Jared Kushner are January 20, 2017. 	Jared Kushner was in office during the Presidency of Barack Obama.	2
14171	T2455	GW119	The President of Jared Kushner are Donald Trump. 	Jared Kushner works for President Donald Trump.	0
14172	T2455	GW119	The Serving with of Jared Kushner are Stephen Miller. 	Jared Kushner does not enjoy serving the President with Stephen Miller.	1
14173	T2455	GW119	The Assumed office of Jared Kushner are January 20, 2017. 	Jared Kushner assumed office prior to 2017.	2
14174	T2456	GW116	The In Office of PanditJawaharlal Nehru are 2 September 1946 – 27 May 1964. 	Jawaharlal Nehru took office in 1946.	0
14175	T2456	GW116	The Succeeded by of PanditJawaharlal Nehru are Gulzarilal Nanda. 	Jawaharlal Nehru had a good popularity rate.	1
14176	T2456	GW116	The In Office of PanditJawaharlal Nehru are 2 September 1946 – 27 May 1964. 	Jawaharlal Nehru took office in 1966.	2
14177	T2456	GW4	The In Office of PanditJawaharlal Nehru are 2 September 1946 – 27 May 1964. 	Jawaharlal Nehru was in office for 18 years.	0
14178	T2456	GW4	The Succeeded by of PanditJawaharlal Nehru are Gulzarilal Nanda. 	Jawaharlal Nehru was liked by the people.	1
14179	T2456	GW4	The Succeeded by of PanditJawaharlal Nehru are Gulzarilal Nanda. 	Jawaharlal Nehru was the last person to hold the Pandit position.	2
14180	T2456	GW89	The In Office of PanditJawaharlal Nehru are 2 September 1946 – 27 May 1964. 	Jawaharlal Nehru was in office for almost 18 years.	0
14181	T2456	GW89	The Succeeded by of PanditJawaharlal Nehru are Gulzarilal Nanda. 	Jawaharlal Nehru held other positions.	1
14182	T2456	GW89	The Preceded by of PanditJawaharlal Nehru are Position established. 	Jawaharlal Nehru took over the position from Gulzarilal Nanda.	2
14183	T2457	GW89	The Time zone of Jeddahجدة are UTC+3 (AST). 	Jeddah is in the Atlantic Standard Time Zone.	0
14184	T2457	GW89	The Time zone of Jeddahجدة are UTC+3 (AST). 	Jeddah does not have daylight savings time.	1
14185	T2457	GW89	The Area code(s) of Jeddahجدة are +966-12. 	Jeddah is a small city.	2
14186	T2457	GW28	The Density of Jeddahجدة are 2,500/km 2  (6,400/sq mi). 	Jeddah is a densely packed city.	0
14187	T2457	GW28	The City of Jeddahجدة are 3,976,000. 	Jeddah is largest city in the middle east.	1
14188	T2457	GW28	The Website of Jeddahجدة are www .jeddah .gov .sa /english /index .php. 	Jeddah does no marketing or promoting of the city.	2
14189	T2457	GW31	The Postal Code of Jeddahجدة are 5 digit codes beginning with 21 (e.g. 21577). 	Jeddah is in the +966-12 area code and uses a postal code that begins with 21.	0
14190	T2457	GW31	The Postal Code of Jeddahجدة are 5 digit codes beginning with 21 (e.g. 21577). 	Jeddah is a city in Saudi Arabia with a population of over 3 million people.	1
14191	T2457	GW31	The Postal Code of Jeddahجدة are 5 digit codes beginning with 21 (e.g. 21577). 	Jeddah postal code is 22543 and area code +788-13.	2
14192	T2458	GW28	The Assumed office of The Right Honourable, Jeremy Corbyn, MP are 9 June 1983. 	Jeremy Corbyn has been in office for more than three decades.	0
14193	T2458	GW28	The Majority of The Right Honourable, Jeremy Corbyn, MP are 33,215 (60.5%). 	Jeremy Corbyn is a member of the Labour Party.	1
14194	T2458	GW28	The Preceded by of The Right Honourable, Jeremy Corbyn, MP are Michael O'Halloran. 	Jeremy Corbyn was preceded by woman in office.	2
14195	T2458	GW127	The Majority of The Right Honourable, Jeremy Corbyn, MP are 33,215 (60.5%). 	Jeremy Corbyn won by a majority vote	0
14196	T2458	GW127	The Majority of The Right Honourable, Jeremy Corbyn, MP are 33,215 (60.5%). 	Jeremy Corbyn has duel american and British citizenship	1
14197	T2458	GW127	The Preceded by of The Right Honourable, Jeremy Corbyn, MP are Michael O'Halloran. 	Michael O'Halloran and Jeremy Corbyn are friends	2
14198	T2458	GW102	The Assumed office of The Right Honourable, Jeremy Corbyn, MP are 9 June 1983. 	With over 60% of the votes Jeremy Corbyn took office on June 9, 1983.	0
14199	T2458	GW102	The Preceded by of The Right Honourable, Jeremy Corbyn, MP are Michael O'Halloran. 	Jeremy Corbyn and Michael O'Halloran were the only candidates running for parliament seats in 1983.	1
14200	T2458	GW102	The Preceded by of The Right Honourable, Jeremy Corbyn, MP are Michael O'Halloran. 	Jeremy Corbyn and Michael O'Halloran tied votes in the election results.	2
14201	T2459	GW119	The Occupation of Jeremy Crawford are Game designer. 	Jeremy Crawford is an American and a game designer.	0
14202	T2459	GW119	The Nationality of Jeremy Crawford are American. 	Jeremy Crawford designs other applications.	1
14203	T2459	GW119	The Nationality of Jeremy Crawford are American. 	Jeremy Crawford is not an American.	2
14204	T2459	GW28	The Occupation of Jeremy Crawford are Game designer. 	Jeremy Crawford is an American game designer.	0
14205	T2459	GW28	The Nationality of Jeremy Crawford are American. 	Jeremy Crawford works for Microsoft's Xbox division.	1
14206	T2459	GW28	The Nationality of Jeremy Crawford are American. 	Jeremy Crawford is an author of American novels.	2
14207	T2459	GW86	The Nationality of Jeremy Crawford are American. 	The individual referenced has one first and one last name.	0
14208	T2459	GW86	The Nationality of Jeremy Crawford are American. 	Jeremy Crawford designs video games.	1
14209	T2459	GW86	The Nationality of Jeremy Crawford are American. 	Jeremy Crawford is not from the Americas.	2
14210	T2460	GW28	The Venue of Men's singles jeu de paumeat the Games of the IV Olympiad are Queen's Club. 	Men's singles jeu de paume at the Games of the IV Olympiad was held during late spring.	0
14211	T2460	GW28	The Venue of Men's singles jeu de paumeat the Games of the IV Olympiad are Queen's Club. 	Men's singles jeu de paume at the Games of the IV Olympiad was the largest event to date.	1
14212	T2460	GW28	The Competitors of Men's singles jeu de paumeat the Games of the IV Olympiad are 11 from 2 nations. 	Men's singles jeu de paume at the Games of the IV Olympiad was held for more than a week.	2
14213	T2460	GW119	The Competitors of Men's singles jeu de paumeat the Games of the IV Olympiad are 11 from 2 nations. 	There were 11 teams from two nations competing at the Games of the IV Olympiad.	0
14214	T2460	GW119	The Venue of Men's singles jeu de paumeat the Games of the IV Olympiad are Queen's Club. 	The Queen's Club venue is located in England.	1
14215	T2460	GW119	The Competitors of Men's singles jeu de paumeat the Games of the IV Olympiad are 11 from 2 nations. 	More than two nations competed in Men's singles jeu de paume at the Games of the IV Olympiad.	2
14216	T2460	GW4	The Venue of Men's singles jeu de paumeat the Games of the IV Olympiad are Queen's Club. 	Men's singles jeu de paume at the Games of the IV Olympiad lasted 5 days.	0
14217	T2460	GW4	The Competitors of Men's singles jeu de paumeat the Games of the IV Olympiad are 11 from 2 nations. 	Men's singles jeu de paume at the Games of the IV Olympiad had people from all over the world.	1
14218	T2460	GW4	The Venue of Men's singles jeu de paumeat the Games of the IV Olympiad are Queen's Club. 	Men's singles jeu de paume at the Games of the IV Olympiad happened in the fall.	2
14219	T2461	GW117	The Created by of John Wick are Derek Kolstad. 	John Wick was a movie released in the 21st century.	0
14220	T2461	GW117	The Created by of John Wick are Derek Kolstad. 	John Wick is the first movie in a trilogy.	1
14221	T2461	GW117	The Created by of John Wick are Derek Kolstad. 	John Wick was created by two different people.	2
14222	T2461	GW121	The Owner of John Wick are Summit Entertainment. 	John Wick was released in the 21st century.	0
14223	T2461	GW121	The Owner of John Wick are Summit Entertainment. 	John Wick failed to make a profit at the box office.	1
14224	T2461	GW121	The Owner of John Wick are Summit Entertainment. 	Summit Entertainment has no connection to John Wick.	2
14225	T2461	GW89	The Owner of John Wick are Summit Entertainment. 	John Wick was produced by Summit Entertainment.	0
14226	T2461	GW89	The Created by of John Wick are Derek Kolstad. 	Derek Kolstad created and directed John Wick.	1
14227	T2461	GW89	The Original work of John Wick are John Wick  (2014). 	John Wick was originally made in 2004.	2
14228	T2462	GW1	The Hanja of Jokgu are 足球. 	Jokgu has a Hanja that is in an Asian language.	0
14229	T2462	GW1	The Hanja of Jokgu are 足球. 	Jokgu used to have a different Hangul.	1
14230	T2462	GW1	The Revised Romanization of Jokgu are Jokgu. 	Jokgu's Revised Romanization is the same as it's McCune–Reischauer.	2
14231	T2462	GW4	The Revised Romanization of Jokgu are Jokgu. 	Jokgu has the same name in revised Romanization.	0
14232	T2462	GW4	The Hanja of Jokgu are 足球. 	Jokgu is very popular in Japan.	1
14233	T2462	GW4	The Hanja of Jokgu are 足球. 	Jokgu has the same name in all languages.	2
14234	T2462	GW27	The Hanja of Jokgu are 足球. 	Jokgu may be written as 족구 or 足球.	0
14235	T2462	GW27	The Revised Romanization of Jokgu are Jokgu. 	The former Romanization of Jokgu is the same as the revised.	1
14236	T2462	GW27	The Revised Romanization of Jokgu are Jokgu. 	The translation of Jokgu is longer in McCune–Reischauer than in Revised Romanization.	2
14237	T2463	GW52	"The Website of Jonatan ""Cactus"" Söderström are CactusSquid.com. "	"Jonatan ""Cactus"" Söderström has his own website."	0
14238	T2463	GW52	"The Website of Jonatan ""Cactus"" Söderström are CactusSquid.com. "	"Jonatan ""Cactus"" Söderström has held several positions."	1
14239	T2463	GW52	"The Website of Jonatan ""Cactus"" Söderström are CactusSquid.com. "	"Jonatan ""Cactus"" Söderström works in the financial industry."	2
14240	T2463	GW117	"The Website of Jonatan ""Cactus"" Söderström are CactusSquid.com. "	Jonatan Soderstrom works in electronics.	0
14241	T2463	GW117	"The Occupation of Jonatan ""Cactus"" Söderström are Game Designer. "	Jonatan Soderstrom has created many game designs.	1
14242	T2463	GW117	"The Website of Jonatan ""Cactus"" Söderström are CactusSquid.com. "	Jonatan Soderstrom has a website of treesquid.com.	2
14243	T2463	GW116	"The Occupation of Jonatan ""Cactus"" Söderström are Game Designer. "	Jonatan was a game designer.	0
14244	T2463	GW116	"The Occupation of Jonatan ""Cactus"" Söderström are Game Designer. "	Jonatan has been a game designer for 8 years.	1
14245	T2463	GW116	"The Website of Jonatan ""Cactus"" Söderström are CactusSquid.com. "	Jonatan is a program manager.	2
14246	T2464	GW95	The Venue of Judoat the Games of the XXX Olympiad are ExCeL Exhibition Centre. 	Martial Arts was an event at the Games	0
14247	T2464	GW95	The Dates of Judoat the Games of the XXX Olympiad are 28 July - 3 August 2012. 	Jude took place all day on July 3rd	1
14248	T2464	GW95	The Venue of Judoat the Games of the XXX Olympiad are ExCeL Exhibition Centre. 	There were no martial arts events at the games.	2
14249	T2464	GW89	The Dates of Judoat the Games of the XXX Olympiad are 28 July - 3 August 2012. 	Judo was held in late July and early August.	0
14250	T2464	GW89	The Venue of Judoat the Games of the XXX Olympiad are ExCeL Exhibition Centre. 	There were more than 30 competitors in the Judo competition.	1
14251	T2464	GW89	The Dates of Judoat the Games of the XXX Olympiad are 28 July - 3 August 2012. 	The Judo events occurred over a ten day period.	2
14252	T2464	GW28	The Venue of Judoat the Games of the XXX Olympiad are ExCeL Exhibition Centre. 	Judo at the Games of the XXX Olympiad was held in only one single venue.	0
14253	T2464	GW28	The Venue of Judoat the Games of the XXX Olympiad are ExCeL Exhibition Centre. 	Judo at the Games of the XXX Olympiad had the most participants to date.	1
14254	T2464	GW28	The Dates of Judoat the Games of the XXX Olympiad are 28 July - 3 August 2012. 	Judo at the Games of the XXX Olympiad was held in early autumn due to the heat.	2
14255	T2465	GW116	The Venue of Judoat the Games of the XXXI Olympiad are Carioca Arena 2. 	The event was held at Carioca Arena 2.	0
14256	T2465	GW116	The Competitors of Judoat the Games of the XXXI Olympiad are 386 from 138 nations. 	More men competed than woman.	1
14257	T2465	GW116	The Competitors of Judoat the Games of the XXXI Olympiad are 386 from 138 nations. 	125 nations took part in the event.	2
14258	T2465	GW86	The Competitors of Judoat the Games of the XXXI Olympiad are 386 from 138 nations. 	Judo at the Games of the XXXI Olympiad lasted for one week.	0
14259	T2465	GW86	The Dates of Judoat the Games of the XXXI Olympiad are 6-12 August 2016. 	At the Olympiad prior to the XXXI Olympiad, the judo games were held in August 2012.	1
14260	T2465	GW86	The Competitors of Judoat the Games of the XXXI Olympiad are 386 from 138 nations. 	Judo at the Games of the XXXI Olympiad featured fewer than twice as many competitors as participating nations.	2
14261	T2465	GW112	The Dates of Judoat the Games of the XXXI Olympiad are 6-12 August 2016. 	Judo at the Games of the XXXI Olympiad took place in August 2016.	0
14262	T2465	GW112	The Competitors of Judoat the Games of the XXXI Olympiad are 386 from 138 nations. 	Judo at the Games of the XXXI Olympiad was poorly attended.	1
14263	T2465	GW112	The Competitors of Judoat the Games of the XXXI Olympiad are 386 from 138 nations. 	Judo at the Games of the XXXI Olympiad lasted for three weeks.	2
14264	T2466	GW1	The Land of Juneau, AlaskaDzánti K'ihéeni are 2,702.01 sq mi (6,998.16 km 2 ). 	Juneau, Alaska has more land than water.	0
14265	T2466	GW1	The Elevation of Juneau, AlaskaDzánti K'ihéeni are 56 ft (17 m). 	Juneau, Alaska's elevation is slowly going down.	1
14266	T2466	GW1	The State capital of Alaska of Juneau, AlaskaDzánti K'ihéeni are 3,253.92 sq mi (8,427.63 km 2 ). 	Juneau, Alaska is over 3.5 million square miles.	2
14267	T2466	GW4	The State capital of Alaska of Juneau, AlaskaDzánti K'ihéeni are 3,253.92 sq mi (8,427.63 km 2 ). 	Juneau, Alaska is under 60 feet taller than sea level.	0
14268	T2466	GW4	The State capital of Alaska of Juneau, AlaskaDzánti K'ihéeni are 3,253.92 sq mi (8,427.63 km 2 ). 	Juneau, Alaska is the largest city in Alaska.	1
14269	T2466	GW4	The Water of Juneau, AlaskaDzánti K'ihéeni are 551.92 sq mi (1,429.46 km 2 ). 	Juneau, Alaska has more water than land.	2
14270	T2466	GW117	The Elevation of Juneau, AlaskaDzánti K'ihéeni are 56 ft (17 m). 	Juneau is the capital city of Alaska.	0
14271	T2466	GW117	The Elevation of Juneau, AlaskaDzánti K'ihéeni are 56 ft (17 m). 	Juneau is the largest city in Alaska.	1
